index,logic_type,logic_subtype,logic_type_code,Premise,Hypothesis,Label
1368,Default Reasoning,Basic Default Reasoning,A1,All professional basketball players are tall. Tall people are usually good at basketball. John is tall,John is a good basketball player,Ambiguous
1369,Default Reasoning,Basic Default Reasoning,A1,"People who are friends usually like same things. tim likes apples, same does not. same and tim like soccer",Sam and tim are friends,Ambiguous
1370,Default Reasoning,Basic Default Reasoning,A1,John is watching a movie. All movies are entertaining. John is not entertained by the movie,The movie is not entertaining,True
1421,Default Reasoning,Basic Default Reasoning,A1,The cat is sleeping.. Cats that sleep are lazy.. The cat is not lazy.,The cat is not sleeping.,True
1422,Default Reasoning,Basic Default Reasoning,A1,Tom is reading a book.. People who read books are smart.. Tom is not smart.,Tom is not reading a book.,True
1423,Default Reasoning,Basic Default Reasoning,A1,John is playing video games.. People who play video games are lazy.. John is not lazy.,John is not playing video games.,True
1424,Default Reasoning,Basic Default Reasoning,A1,Mary is watching TV.. People who watch TV are lazy.. Mary is not lazy.,Mary is not watching TV.,True
1425,Default Reasoning,Basic Default Reasoning,A1,The bird is flying.. Birds that fly are free.. The bird is not free.,The bird is not flying.,True
1426,Default Reasoning,Basic Default Reasoning,A1,The fish is swimming.. Fish that swim are free.. The fish is not free.,The fish is not swimming.,True
1427,Default Reasoning,Basic Default Reasoning,A1,The dog is running.. Dogs that run are happy.. The dog is not happy.,The dog is not running.,True
1428,Default Reasoning,Basic Default Reasoning,A1,The dog is barking.. Dogs that bark are happy.. The dog is not happy.,The dog is not barking.,True
1429,Default Reasoning,Basic Default Reasoning,A1,The bird is tweeting.. Birds that tweet are happy.. The bird is not happy.,The bird is not tweeting.,True
1430,Default Reasoning,Basic Default Reasoning,A1,The cat is meowing.. Cats that meow are happy.. The cat is not happy.,The cat is not meowing.,True
1431,Default Reasoning,Basic Default Reasoning,A1,Lana and her friends are at the beach.. People at the beach usually wear swimsuits.. Lana is not wearing a swimsuit.,Lana's friends are not wearing swimsuits.,False
1432,Default Reasoning,Basic Default Reasoning,A1,John and his friends are playing video games.. People playing video games usually sit down.. John is not sitting down.,John's friends are sitting down.,True
1433,Default Reasoning,Basic Default Reasoning,A1,Bill and his friends are at the park.. People at the park usually walk around.. Bill is not walking around.,Bill's friends are walking around.,True
1434,Default Reasoning,Basic Default Reasoning,A1,Mary and her friends are at the mall.. People at the mall usually shop.. Mary is not shopping.,Mary's friends are shopping.,True
1435,Default Reasoning,Basic Default Reasoning,A1,Mike and his friends are at the movies.. People at the movies usually watch the movie.. Mike is not watching the movie.,Mike's friends are watching the movie.,True
1436,Default Reasoning,Basic Default Reasoning,A1,Tom and his friends are at the restaurant.. People at the restaurant usually eat.. Tom is not eating.,Tom's friends are eating.,True
1437,Default Reasoning,Basic Default Reasoning,A1,Kim and her friends are at the club.. People at the club usually dance.. Kim is not dancing.,Kim's friends are dancing.,True
1438,Default Reasoning,Basic Default Reasoning,A1,Ann and her friends are at the park.. People at the park usually play games.. Ann is not playing any games.,Ann's friends are not playing games.,False
1439,Default Reasoning,Basic Default Reasoning,A1,Eva and her friends are at the beach.. People at the beach usually sunbathe.. Eva is not sunbathing.,Eva's friends are sunbathing.,True
1440,Default Reasoning,Basic Default Reasoning,A1,Brian and his friends are at the movies.. People at the movies usually buy popcorn.. Brian is not buying popcorn.,Brian's friends are buying popcorn.,True
1441,Default Reasoning,Basic Default Reasoning,A1,Person A and Person B are siblings.. Siblings normally have the same last name.. Person A's last name is different from Person B.,Person A or B has changed their last name.,True
1442,Default Reasoning,Basic Default Reasoning,A1,Chair A and Chair B are made of wood.. Wooden chairs are usually heavy.. Chair A is not heavy.,Chair B is not made of wood.,True
1443,Default Reasoning,Basic Default Reasoning,A1,Dish A and Dish B are both served hot.. Dishes that are served hot usually have spicy food.. Dish A does not have spicy food.,Dish B is not served hot.,False
1444,Default Reasoning,Basic Default Reasoning,A1,Product A and Product B are from X company. Products from X company usually have faulty features. Product A does not have faulty features,Product B is from company X.,True
1445,Default Reasoning,Basic Default Reasoning,A1,The TV and the computer are on.. Electronics that are on use electricity.. The TV is not using electricity.,The computer is using electricity,True
1446,Default Reasoning,Basic Default Reasoning,A1,Oxygen and Iodine are both elements.. Such elements typically exist as gases.. Iodine does not exist as a gas.,Oxygen exists as a gas.,True
1447,Default Reasoning,Basic Default Reasoning,A1,All planets orbit around the sun.. Planets typically take more than a year to orbit the sun.. Certain celestial bodies take less than a year to orbit the sun.,Certain celestial bodies are not planets.,True
1448,Default Reasoning,Basic Default Reasoning,A1,All creatures on Mars are aliens.. All aliens have green skin.. Some creatures on Mars do not have green skin.,Some creatures on Mars are aliens.,True
1449,Default Reasoning,Basic Default Reasoning,A1,Jill is a human.. Humans are born with two eyes.. Jill is not born with two eyes.,Jill is not human.,True
1450,Default Reasoning,Basic Default Reasoning,A1,Sodium and Chlorine are both elements.. Elements in the periodic table are normally very reactive.. Chlorine is not very reactive.,Sodium is reactive.,True
1451,Default Reasoning,Basic Default Reasoning,A1,Person A and B are tall. Tall people are normally weigh a lot. Person A does not weigh a lot.,Person B weighs a lot.,True
1452,Default Reasoning,Basic Default Reasoning,A1,Person A and B are in a relationship.. People in a relationship are normally happy.. Person A is not happy.,Person B is happy.,Undetermined
1453,Default Reasoning,Basic Default Reasoning,A1,Person A and B are co-workers.. Co-workers normally have the same job title.. Person A's job title is different from Person B.,Person A or B has changed their job title.,True
1454,Default Reasoning,Basic Default Reasoning,A1,Person A and B are married.. Married people normally live together.. Person A does not live with Person B.,Person A or B is not married.,True
1455,Default Reasoning,Basic Default Reasoning,A1,Person A and B are friends.. Friends normally have the same interests.. Person A's interests are different from Person B.,Person A or B has changed their interests.,True
1456,Default Reasoning,Basic Default Reasoning,A1,A and B are brothers. Brothers normally have the same hair color. A's hair color is different from B.,A or B has dyed their hair.,True
1457,Default Reasoning,Basic Default Reasoning,A1,A and B are dogs. Dogs normally have four legs. A only has three legs.,B has four legs.,True
1458,Default Reasoning,Basic Default Reasoning,A1,Person A is from Country X. People from Country X normally speak Language Y. Person A cannot speak Language Y.,Person A has not lived in Country X for long.,Undetermined
1459,Default Reasoning,Basic Default Reasoning,A1,The cat is on the mat.. The mat is usually in the living room. The cat is not in the living room.,The cat is not on the mat.,True
1460,Default Reasoning,Basic Default Reasoning,A1,The sun is out. The sun is normally visible during the day.. It is nighttime.,The sun is not visible,True
1461,Default Reasoning,Basic Default Reasoning,A1,Person A is taking a language class.. Language classes are difficult.. Person A is not struggling in the class.,The language class is difficult.,False
1462,Default Reasoning,Basic Default Reasoning,A1,Person A is a dancer.. Dancers are flexible.. Person A is not flexible.,Person A is a dancer.,False
1463,Default Reasoning,Basic Default Reasoning,A1,Person A is studying art.. People who study art are creative in their ideas.. Person A is not creative in ideas.,Person A is studying art.,False
1464,Default Reasoning,Basic Default Reasoning,A1,The airplane and the helicopter are both flying.. Airplanes and helicopters both have engines.. The airplane's engine is not working.,The helicopter's engine is not working.,False
1465,Default Reasoning,Basic Default Reasoning,A1,The airplane is flying in the sky.. Flying airplanes normally have a working GPS.. The airplane does not have a GPS working.,The airplane is flying in the sky.,False
1466,Default Reasoning,Basic Default Reasoning,A1,Show A and Show B are both TV series.. TV series typically have multiple seasons.. Show A only has one season.,Show B has one seasons.,False
1467,Default Reasoning,Basic Default Reasoning,A1,Person A and B are both podcast hosts.. Podcast hosts typically interview guests.. Person A is not interviewing a guest.,Person B is interviewing a nobody.,False
1468,Default Reasoning,Basic Default Reasoning,A1,Cartoons are generally for children.. Children are not allowed to watch R-rated movies.. R-rated movies are not cartoons.,R-rated movies are for children.,False
1469,Default Reasoning,Basic Default Reasoning,A1,Bugs Bunny and Daffy Duck are cartoon characters.. Cartoon characters are normally not real.. Bugs Bunny is not real.,Daffy Duck is not real.,False
1470,Default Reasoning,Basic Default Reasoning,A1,A baby is born in Country X.. Babies born in Country X normally have names that are popular in Country X.. This baby does not have a name that is popular in Country X.,This baby was born in Country Y.,Undetermined
1471,Propositional Calculus,Hypothetical syllogism,P3,"If I plant a seed, a plant will grow.. If a plant grows, it will need water.","If I plant a seed, it will need water.",True
1472,Propositional Calculus,Hypothetical syllogism,P3,"If I drink water, I'll be hydrated.. If I'm hydrated, I'll be healthy.","If I drink water, I'll be healthy.",True
1473,Propositional Calculus,Hypothetical syllogism,P3,"If I study hard, I will get a good grade.. If I get a good grade, I will be happy.","If I study hard, I will be doing homework.",Undetermined
1474,Propositional Calculus,Hypothetical syllogism,P3,"If I take a break, I will feel refreshed.. If I feel refreshed, I will be able to concentrate.","If I take a break, I will drink some coffee.",Undetermined
1475,Propositional Calculus,Hypothetical syllogism,P3,"If I drink coffee, I will stay up late.. If I stay up late, I will be tired.","If I drink coffee, I will be refreshed.",Undetermined
1476,Propositional Calculus,Hypothetical syllogism,P3,"If I am tired, I will take a nap.. If I take a nap, I will feel sleepy.","If I am tired, I will feel better.",Undetermined
1477,Propositional Calculus,Hypothetical syllogism,P3,"If I am feeling better, I will be happy.. If I am happy, I will smile.","If I am feeling better, I will not be tired.",Undetermined
1478,Propositional Calculus,Hypothetical syllogism,P3,"If I smile, I will be happy.. If I am happy, I will enjoy life.","If I smile, I will go on leave",Undetermined
1479,Propositional Calculus,Hypothetical syllogism,P3,"If I go on leave, I will be happy.. If I am happy, I will play with my friends.","If I go on leave, I will go to the park.",Undetermined
1480,Propositional Calculus,Hypothetical syllogism,P3,"If I don't study, I will fail the test.. If I fail the test, I will be unhappy.","If I don't study, I will be playing soccer.",Undetermined
1481,Propositional Calculus,Hypothetical syllogism,P3,"If it rains, the ground will be wet.. The ground being wet will make the pavement slippery.","If it rains, the pavement will be slippery.",True
1482,Propositional Calculus,Hypothetical syllogism,P3,"If I eat too much, I will gain weight.. If I gain weight, my clothes won't fit.","If I eat too much, my clothes won't fit.",True
1483,Propositional Calculus,Hypothetical syllogism,P3,"If the economy is good, people spend more money.. If people spend more money, the government makes more money in taxes.","If the economy is good, the government makes less money in taxes.",False
1484,Propositional Calculus,Hypothetical syllogism,P3,"If I am happy, I smile.. If I smile, I am cheerful.","If I am happy, I am sad.",False
1485,Propositional Calculus,Hypothetical syllogism,P3,"If I am tired, I sleep.. If I sleep, I am lazy.","If I am tired, I am not lazy.",False
1486,Propositional Calculus,Hypothetical syllogism,P3,"If the weather is hot, I drink cold beverages.. If I drink cold beverages, I get brain freezed.","If the weather is hot, I will not get brain freezed.",False
1487,Propositional Calculus,Hypothetical syllogism,P3,"If I go outside, the sun shines.. If the sun shines, it is daytime.","If I go outside, it is nighttime.",False
1488,Propositional Calculus,Hypothetical syllogism,P3,"If I am single, I am lonely.. If I am lonely, I cry.","If I am single, I laugh.",False
1489,Propositional Calculus,Hypothetical syllogism,P3,"If I am popular, I am happy.. If I am happy, I smile.","If I am popular, I frown.",False
1490,Propositional Calculus,Hypothetical syllogism,P3,"If I am busy, I am productive.. If I am productive, I am happy.","If I am  busy, I am not happy.",False
1491,Propositional Calculus,Hypothetical syllogism,P3,"If the milk is spoiled, it smells bad.. If it smells bad, I won't drink it.","Therefore, if the milk is spoiled, I won't drink it.",True
1492,Propositional Calculus,Hypothetical syllogism,P3,"If the weather is nice, I'll go outside.. If I go outside, I'll see my friends.","If the weather is nice, I'll see my friends.",True
1493,Propositional Calculus,Hypothetical syllogism,P3,"If I eat unhealthy food, I'll gain weight.. If I gain weight, I'll be unhealthy.","If I eat unhealthy food, I'll be unhealthy.",True
1494,Propositional Calculus,Hypothetical syllogism,P3,"If I am sick, I miss school.. If I miss school, I fail my classes.","If I am sick, I will fail my classes.",True
1495,Propositional Calculus,Hypothetical syllogism,P3,"If I study, I will get good grades.. If I get good grades, I will graduate.","If I study, I will graduate.",True
1496,Propositional Calculus,Hypothetical syllogism,P3,"If the sun shines, it's warm outside.. If it's warm outside, I go to the beach.","If the sun shines, I go to the beach.",True
1497,Propositional Calculus,Hypothetical syllogism,P3,"If I have time, I watch TV.. If I watch TV, I get bored.","If I have time, I get bored.",True
1498,Propositional Calculus,Hypothetical syllogism,P3,"If I don't study, I will fail my test.. If I fail my test, I will get a bad grade.","If I don't study, I will get a bad grade.",True
1499,Propositional Calculus,Hypothetical syllogism,P3,"If a triangle has two sides of equal length, then it is an isosceles triangle.. An isosceles triangle has two angles of equal measure.","If a triangle has two sides of equal length, then it has two angles of equal measure.",True
1500,Propositional Calculus,Hypothetical syllogism,P3,"If a number is divisible by 12, then it is divisible by 6.. If a number is divisible by 6, then it is divisible by 3.","If a number is divisible by 12, then it is divisible by 3.",True
1501,Propositional Calculus,Hypothetical syllogism,P3,"If I do poorly on the test, I'll get a bad grade.. If I get a bad grade, I'll be upset.","If I do poorly on the test, I'll be upset.",True
1502,Propositional Calculus,Hypothetical syllogism,P3,"If I go to the party, I'll have fun.. If I have fun, I'll stay out late.","If I go to the party, I'll stay out late.",True
1503,Propositional Calculus,Hypothetical syllogism,P3,"If I take the bus, I'll get to school on time.. If I get to school on time, I'll be able to go to my class.","If I take the bus, I'll be able to go to my class.",True
1504,Propositional Calculus,Hypothetical syllogism,P3,"If I wake up early, I'll have time for breakfast.. If I have time for breakfast, I'll be able to eat healthy.","If I wake up early, I'll be able to eat healthy.",True
1505,Propositional Calculus,Hypothetical syllogism,P3,"If I go outside, I'll see my friends.. If I see my friends, I'll talk to them.","If I go outside, I'll talk to them.",True
1506,Propositional Calculus,Hypothetical syllogism,P3,"If I have a lot of homework, I'll be up late.. If I'm up late, I'll be tired in the morning.","If I have a lot of homework, I'll be tired in the morning.",True
1507,Propositional Calculus,Hypothetical syllogism,P3,"If I take a bath, I'll feel clean.. If I feel clean, I'll feel better.","If I take a bath, I'll feel better.",True
1508,Propositional Calculus,Hypothetical syllogism,P3,"If I eat junk food, I'll feel sick.. If I feel sick, I'll go to the doctor.","If I eat junk food, I'll go to the doctor.",True
1509,Propositional Calculus,Hypothetical syllogism,P3,"If I Take a walk, I'll get some exercise.. If I get some exercise, I'll feel better.","If I take a walk, I'll feel better.",True
1510,Propositional Calculus,Hypothetical syllogism,P3,"If the sun is out, it's daytime.. If it's daytime, I'll be able to see.","If the sun is out, I'll be able to see.",True
1511,Propositional Calculus,Hypothetical syllogism,P3,"If I go to the store, I will buy some milk.. If I buy some milk, I will have breakfast.","Therefore, if I go to the store, I will have breakfast.",True
1512,Propositional Calculus,Hypothetical syllogism,P3,"If I study for the test, I will get a good grade.. If I get a good grade, I will be happy.","Therefore, if I study for the test, I will be happy.",True
1513,Propositional Calculus,Hypothetical syllogism,P3,"If I eat healthy, I will be healthy.. If I am healthy, I will live a long life.","Therefore, if I eat healthy, I will live a long life.",True
1514,Propositional Calculus,Hypothetical syllogism,P3,"If I save my money, I will have a lot of money.. If I have a lot of money, I will be rich.","Therefore, if I save my money, I will be rich.",True
1515,Propositional Calculus,Hypothetical syllogism,P3,"If I get a job, I will have money.. If I have money, I can buy a house.","Therefore, if I get a job, I can buy a house.",True
1516,Propositional Calculus,Hypothetical syllogism,P3,"If I buy a new car, I will be happy.. If I am happy, I will smile.","Therefore, if I buy a new car, I will smile.",True
1517,Propositional Calculus,Hypothetical syllogism,P3,"If I go to the beach, I will get a tan.. If I get a tan, I will look good.","Therefore, if I go to the beach, I will look good.",True
1518,Propositional Calculus,Hypothetical syllogism,P3,"If I study hard, I will get good grades.. If I get good grades, I will go to a good college.","Therefore, if I study hard, I will go to a good college.",True
1519,Propositional Calculus,Hypothetical syllogism,P3,"If I eat healthy, I will be skinny.. If I am skinny, I will look good.","Therefore, if I eat healthy, I will look good.",True
1520,Propositional Calculus,Hypothetical syllogism,P3,"If I work hard, I will get a promotion.. If I get a promotion, I will get a raise.","Therefore, if I work hard, I will get a raise.",True
1521,First Order Logic,Universal Instantiation,F2,All commercial airlines are regulated by the government.. Delta Airlines is a commercial airline.,Therefore Delta Airlines is regulated by the government.,True
1522,First Order Logic,Universal Instantiation,F2,All square shapes have four sides.. The shape of this table is square.,Therefore this table has four chairs.,Undetermined
1523,First Order Logic,Universal Instantiation,F2,All members of the House of Representatives are elected officials.. John Smith is a member of the House of Representatives.,Therefore John Smith is the president.,Undetermined
1524,First Order Logic,Universal Instantiation,F2,All countries in Europe are located on the continent of Europe.. Germany is a country in Europe.,Therefore Germany is in the EU,Undetermined
1525,First Order Logic,Universal Instantiation,F2,All savory foods contain salt.. This soup is savory.,Therefore this soup contains spices.,Undetermined
1526,First Order Logic,Universal Instantiation,F2,All vegetables are healthy.. Carrots are vegetables.,Therefore carrots are juicy.,Undetermined
1527,First Order Logic,Universal Instantiation,F2,All liquids are wet.. Water is a liquid.,Therefore water is dirty.,Undetermined
1528,First Order Logic,Universal Instantiation,F2,All musical instruments produce sound.. The piano is a musical instrument.,Therefore the piano produces songs.,Undetermined
1529,First Order Logic,Universal Instantiation,F2,All planets orbit around a star.. Earth is a planet.,Therefore Earth orbits around.,Undetermined
1530,First Order Logic,Universal Instantiation,F2,All triangles have three sides.. This shape is a triangle.,Therefore this shape has three angles.,Undetermined
1531,First Order Logic,Universal Instantiation,F2,All racing cars have four wheels.. The Renault car is a racing car.,Therefore the Renault car has five wheels.,False
1532,First Order Logic,Universal Instantiation,F2,All racing cars use gasoline for fuel.. The Ferrari car is a racing car.,Therefore the Ferrrari car uses gasoline for fuel.,True
1533,First Order Logic,Universal Instantiation,F2,All tennis players use a racket..  Roger Federer is a tennis player.,Therefore Roger Federer uses a racket.,True
1534,First Order Logic,Universal Instantiation,F2,All tennis players wear shoes..  Roger Federer is a tennis player.,Therefore Roger Federer wears a wig.,False
1535,First Order Logic,Universal Instantiation,F2,All tennis players wear shorts..  Novak is a tennis player.,Therefore Novak wears shorts.,True
1536,First Order Logic,Universal Instantiation,F2,All cricket players use a bat.. Virat Kohli is a cricket player.,Therefore Virat Kohli uses a bat.,True
1537,First Order Logic,Universal Instantiation,F2,All batsmen wear shin guards.. Peterson is a cricket player.,Therefore Peterson wears shin guards.,True
1538,First Order Logic,Universal Instantiation,F2,All cricket players wear a cap.. Virat Kohli is a cricket player.,Therefore Virat Kohli wears a cap.,True
1539,First Order Logic,Universal Instantiation,F2,All soccer players use a ball.. Messi is a soccer player.,Therefore Messi uses a racket.,False
1540,First Order Logic,Universal Instantiation,F2,All soccer players wear studs..  Cristiano Ronaldo is a soccer player.,Therefore Cristiano Ronaldo wears studs.,True
1541,First Order Logic,Universal Instantiation,F2,All electrons are Negative.. electron1 is an electron.,"Therefore, electron1 is Negative.",True
1542,First Order Logic,Universal Instantiation,F2,All numbers are either odd or even.. 2 is a number.,"Therefore, 2 is either odd or even.",True
1543,First Order Logic,Universal Instantiation,F2,"All books are a collection of written, printed, illustrated, or blank sheets, made of paper, parchment, or other materials, fastened together to hinge at one side.. Harry Potter and the Philosopher's Stone is a book.","Therefore Harry Potter and the Philosopher's Stone is a collection of written, printed, illustrated, or blank sheets, made of paper, parchment, or other materials, fastened together to hinge at one side.",True
1544,First Order Logic,Universal Instantiation,F2,All organisms are composed of one or more cells.. Trout are organisms.,Therefore trout are composed of one or more cells.,True
1545,First Order Logic,Universal Instantiation,F2,All aircraft are powered by engines.. The Red Baron is an aircraft.,Therefore The Red Baron is powered by an engine.,True
1546,First Order Logic,Universal Instantiation,F2,All Oscar nominees are talented.. Tom Hanks is an Oscar nominee.,Therefore Tom Hanks is talented.,True
1547,First Order Logic,Universal Instantiation,F2,All Olympic athletes are in excellent physical condition.. Usain Bolt is an Olympic athlete.,Therefore Usain Bolt is in excellent physical condition.,True
1548,First Order Logic,Universal Instantiation,F2,All patients who take this medication will experience side effects.. John is a patient who takes this medication.,Therefore John will experience side effects.,True
1549,First Order Logic,Universal Instantiation,F2,All fast food is unhealthy.. McDonald's is a fast food restaurant.,Therefore McDonald's is unhealthy.,True
1550,First Order Logic,Universal Instantiation,F2,All Smartphones have touch screens.. The new iPhone is a Smartphone.,Therefore the new iPhone has a touch screen.,True
1551,First Order Logic,Universal Instantiation,F2,All people are human.. John is a person.,Therefore John is human.,True
1552,First Order Logic,Universal Instantiation,F2,All books are writing.. The Catcher in the Rye is a book.,Therefore The Catcher in the Rye is writing.,True
1553,First Order Logic,Universal Instantiation,F2,All history is about past events.. The American Revolution is history.,Therefore The American Revolution is about past events.,True
1554,First Order Logic,Universal Instantiation,F2,All biology is the study of living organisms.. Mushrooms are biology.,Therefore mushrooms are the study of living organisms.,True
1555,First Order Logic,Universal Instantiation,F2,All art is a form of expression.. Sculpture is art.,Therefore sculpture is a form of expression.,True
1556,First Order Logic,Universal Instantiation,F2,All sports are a physical activity.. Basketball is a sport.,Therefore basketball is a physical activity.,True
1557,First Order Logic,Universal Instantiation,F2,All health is the state of being free from illness or injury.. My health is good.,Therefore my health is the state of being free from illness or injury.,True
1558,First Order Logic,Universal Instantiation,F2,All personality is the combination of characteristics or traits that forms an individual's distinctive character.. Introverted is a personality.,Therefore introverted is the combination of characteristics or traits that forms an individual's distinctive character.,True
1559,First Order Logic,Universal Instantiation,F2,All finance is the study of money management.. Budgeting is finance.,Therefore budgeting is the study of money management.,True
1560,First Order Logic,Universal Instantiation,F2,All writing is a form of communication.. This essay is writing.,Therefore this essay is a form of communication.,True
1561,First Order Logic,Universal Instantiation,F2,All animals are cute.. Dogs are animals.,"Therefore, Dogs are cute.",True
1562,First Order Logic,Universal Instantiation,F2,All students are hard workers.. John is a student.,"Therefore, John is a hard worker.",True
1563,First Order Logic,Universal Instantiation,F2,All men are mortal.. John is a man.,"Therefore, John is mortal.",True
1564,First Order Logic,Universal Instantiation,F2,All airplanes can fly.. Pilatus is an airplane.,"Therefore, Pilatus can fly.",True
1565,First Order Logic,Universal Instantiation,F2,All planets have moons.. Mars is a planet.,"Therefore, Mars has a moon.",True
1566,First Order Logic,Universal Instantiation,F2,All professors can teach.. Dr.K is a professor.,"Therefore, Dr.K can teach.",True
1567,First Order Logic,Universal Instantiation,F2,All trees are green.. The oak tree is a tree.,"Therefore, the oak tree is green.",True
1568,First Order Logic,Universal Instantiation,F2,All dogs have four legs.. Bruno is a dog.,"Therefore, Bruno has four legs.",True
1569,First Order Logic,Universal Instantiation,F2,All birds have wings.. The vulture is a bird.,"Therefore, the vulture has wings.",True
1570,First Order Logic,Universal Instantiation,F2,All plants need water.. cactus is a plant.,"Therefore, cactus needs water.",True
1571,First Order Logic,Generalized Modus Ponens,F5,"If the stock market is up, then the economy is doing well.. The stock market is up.","Therefore, the economy is doing well.",True
1572,First Order Logic,Generalized Modus Ponens,F5,"If the team scores, then the fans will be happy.. The team scores.","Therefore, the fans will be happy.",True
1573,First Order Logic,Generalized Modus Ponens,F5,"If I eat healthy, then I will be healthy.. I am eating healthy.","Therefore, I will be healthy.",True
1574,First Order Logic,Generalized Modus Ponens,F5,"If I am tired, then I will sleep.. I am tired.","Therefore, I will sleep.",True
1575,First Order Logic,Generalized Modus Ponens,F5,"If I am extroverted, then I will be outgoing.. I am extroverted.","Therefore, I will be outgoing.",True
1576,First Order Logic,Generalized Modus Ponens,F5,"If I read a lot of books, then I will be well-read.. I have read a lot of books.","Therefore, I am well-read.",True
1577,First Order Logic,Generalized Modus Ponens,F5,"If I practice writing, then I will be a good writer.. I have practiced writing.","Therefore, I am a good writer.",True
1578,First Order Logic,Generalized Modus Ponens,F5,"If I listen to music, then I will be in a good mood.. I am listening to music.","Therefore, I am in a good mood.",True
1579,First Order Logic,Generalized Modus Ponens,F5,"If I am happy, then I will sing.. I am happy.","Therefore, I will sing.",True
1580,First Order Logic,Generalized Modus Ponens,F5,"If I am angry, then I will shout.. I am angry.","Therefore, I will shout.",True
1581,First Order Logic,Generalized Modus Ponens,F5,"If a country requires a visa for entry, then that country is not part of the Schengen Area.. France requires a visa for entry.","Therefore, France is not part of the Schengen Area.",True
1582,First Order Logic,Generalized Modus Ponens,F5,"If a book is a bestseller, then it is popular.. The Da Vinci Code is a bestseller.","Therefore, The Da Vinci Code is popular.",True
1583,First Order Logic,Generalized Modus Ponens,F5,"If an object is in motion, then it has kinetic energy.. A car is in motion.","Therefore, the car has kinetic energy.",True
1584,First Order Logic,Generalized Modus Ponens,F5,"If a person is tweeting, then that person is on Twitter.. John is tweeting.","Therefore, John is on Twitter.",True
1585,First Order Logic,Generalized Modus Ponens,F5,"If a person is a journalist, then that person writes for a news organization.. John is a journalist.","Therefore, John writes for a news organization.",True
1586,First Order Logic,Generalized Modus Ponens,F5,"If a person is following you, then that person is interested in your tweets.. John is following you.","Therefore, John is interested in your tweets.",True
1587,First Order Logic,Generalized Modus Ponens,F5,"If the book is in the library, then the book is available.. The book is in the library.","Therefore, the book is available.",True
1588,First Order Logic,Generalized Modus Ponens,F5,"If the user likes the post, then the user will comment on the post.. The user likes the post.","Therefore, the user will comment on the post.",True
1589,First Order Logic,Generalized Modus Ponens,F5,"If the machine is turned on, then the machine will be running.. The machine is turned on.","Therefore, the machine will be running.",True
1590,First Order Logic,Generalized Modus Ponens,F5,"If the user dislikes the post, then the user will not retweet the post.. The user dislikes the post.","Therefore, the user will not retweet the post.",True
1591,First Order Logic,Generalized Modus Ponens,F5,"If the show is popular, then it will be renewed for another season.. The show is popular.","Therefore, the show will not be renewed for another season.",False
1592,First Order Logic,Generalized Modus Ponens,F5,"If the movie is good, then it will make money.. The movie is good.","Therefore, the movie would not make money.",False
1593,First Order Logic,Generalized Modus Ponens,F5,"If the podcast is interesting, then people will listen to it.. The podcast is interesting.","Therefore, people will not listen to it.",False
1594,First Order Logic,Generalized Modus Ponens,F5,"If the TV show is cancelled, then it was not popular.. The TV show is cancelled.","Therefore, it was very popular.",False
1595,First Order Logic,Generalized Modus Ponens,F5,"If the TV show is popular, then it will make the actors in it popular. The TV show is not popular.","Therefore, it will make the actors in it popular.",False
1596,First Order Logic,Generalized Modus Ponens,F5,"If the light is green, then it is safe to cross the street.. The light is green.","Therefore, it is unsafe to cross the street.",False
1597,First Order Logic,Generalized Modus Ponens,F5,"If the coffee is hot, then it is drinkable.. The coffee is hot.","Therefore, the coffee is not drinkable.",False
1598,First Order Logic,Generalized Modus Ponens,F5,"If the book is interesting, then the reader will finish it.. The book is interesting.","Therefore, the reader will not finish it.",False
1599,First Order Logic,Generalized Modus Ponens,F5,"If the vegetable is fresh, then it is green.. The vegetable is fresh.","Therefore, the vegetable is blue.",False
1600,First Order Logic,Generalized Modus Ponens,F5,"If GPT-3 is released, then AI will be more powerful.. GPT-3 is released.","Therefore, AI will be less powerful.",False
1601,First Order Logic,Generalized Modus Ponens,F5,"If the evidence is weak, then the inference is likely to be false.. The evidence is weak.","Therefore, the inference is likely to be less informative.",Undetermined
1602,First Order Logic,Generalized Modus Ponens,F5,"If transformer technology is exploited, then the voltage can be increased.. Transformers is exploited.","Therefore, the voltage can be manipulated.",Undetermined
1603,First Order Logic,Generalized Modus Ponens,F5,"If the fruit is ripe, then it is ready to eat.. The fruit is ripe.","Therefore, the fruit is ugly",Undetermined
1604,First Order Logic,Generalized Modus Ponens,F5,"If the government imposes tariffs, then the price of imports will increase.. The government imposes tariffs.","Therefore, the price of imports will become unpredictable.",Undetermined
1605,First Order Logic,Generalized Modus Ponens,F5,"If the government enacts a law, then the citizens must follow it.. The government enacts a law.","Therefore, the citizens must refer it.",Undetermined
1606,First Order Logic,Generalized Modus Ponens,F5,"If a rule is enacted, then it must be followed.. A rule is enacted.","Therefore, it must be understood.",Undetermined
1607,First Order Logic,Generalized Modus Ponens,F5,"If the athlete shows good sportsmanship, then they are being polite.. The athlete is showing good sportsmanship.","Therefore, the athlete is being deceptive.",Undetermined
1608,First Order Logic,Generalized Modus Ponens,F5,"If the referee is being unfair, then there is going to be a problem. If the referee is being unfair.","Therefore, there is going to be a fight.",Undetermined
1609,First Order Logic,Generalized Modus Ponens,F5,"If the country is at war, then the president is in the oval office.. The country is at war.","Therefore, the president is in the office.",Undetermined
