,premise,hypothesis,gold,predict,error
561,"If Lisa is happy, she will sing.. If Matt is sad, he will cry.. Either Lisa is happy, or Matt will not cry.",Lisa will sing or Matt is not sad.,1,0,1
562,"If Martha rides a cab, she will arrive at office on time.. If Greg drinks coffee, he will do laundry today.. Either Martha rides a cab, or Greg will not do laundry today.",Martha will arrive at the office on time or Greg does not drink coffee today.,1,1,0
563,"If the wind is blowing, it is cloudy.. If it is not sunny, then it will rain.. Either the wind is blowing, or it will not rain.",It is cloudy or it is  sunny.,1,1,0
564,"If Jen is at home, she is sleeping.. If Brad is at the movies, he is not sleeping.. Either Jen is at home, or Brad will not be sleeping.",Jen is sleeping or Brad is not at the movies.,1,1,0
565,"If Chris is outside, he is playing basketball.. If Sam is inside, he is studying.. Either Chris is outside, or Sam does not study.",Chris is playing basketball or Sam is not inside.,1,1,0
566,"If Matt is in his car, he is driving to work.. If Lisa is at work, she is not driving her car.. Either Matt is in his car, or Lisa will be driving her car.",Matt is driving to work or Lisa will not be at work.,1,0,1
567,"If Josh is at school, he is learning.. If Sarah is not at school, she is not learning.. Either Josh will be at school, or Sarah will be learning.",Josh is learning or Sarah is at school.,1,1,0
568,"If Alex is at home, he is watching TV.. If Ben is not at home, he is not playing videogames.. Either Alex will be at home, or Ben is playing video games.",Alex is watching TV or Ben is at home.,1,1,0
569,"If Karen is at the gym, she is working out.. If Brian is not at the gym, he is not working out.. Either Karen will be at the gym, or Brian is working out.",Karen is working out or Brian is at the gym.,1,1,0
570,"If Tim is at the library, he is studying.. If Nancy is not at the nursery, she is not gardening.. Either Tim will be at the library, or Nancy is gardening.",Tim is studying or Nancy is at the nursery.,1,1,0
571,"If Ryan is at the beach, he is swimming.. If Stephanie is not at the beach, she is not swimming.. Either Ryan will be at the beach, or Stephanie is swimming.",Ryan is swimming or Stephanie is at the beach.,1,1,0
572,"If John is at the park, he is playing soccer.. If Jane is not at the park, she is not playing soccer.. Either John will be at the park, or Jane is playing soccer.",John is playing soccer or Jane is at the park.,1,1,0
573,"If Christine is at school, she is studying.. If David is not at school, he is not working.. Either Christine will be at school, or David is working.",Christine is studying or David is at school.,1,1,0
574,"If Evelyn is at the library, she is reading.. If Frank is not at the library, he is not writing.. Either Evelyn will be at the library, or Frank is writing.",Evelyn is reading or Frank is at the library.,1,1,0
575,"If George is at the movies, he is watching a movie.. If Heather is not at the movies, she is not eating popcorn.. Either George will be at the movies, or Heather is eating popcorn.",George is watching a movie or Heather is at the movies.,1,1,0
576,"If Ian is at the park, he is playing on the swings.. If Jenn is not at the park, she is not playing on the slide.. Either Ian will be at the park, or Jenn is playing on the slide.",Ian is playing on the swings or Jenn is at the park.,1,1,0
577,"If Kirk is at the beach, he is swimming in the ocean.. If Lisa is not at the beach, she is not building a sandcastle.. Either Kirk will be at the beach, or Lisa is building a sandcastle.",Kirk is swimming in the ocean or Lisa is at the beach.,1,1,0
578,"If Mary is at the store, she is buying groceries.. If Neil is not at the store, he is not buying a gift.. Either Mary will be at the store, or Neil is buying a gift.",Mary is buying groceries or Neil is at the store.,1,1,0
579,"If Pam is at work, she is typing on her computer.. If Quinn is not at work, he is not talking on the phone.. Either Pam will be at work, or Quinn is talking on the phone.",Pam is typing on her computer or Quinn is at work.,1,1,0
580,"If Rachel is at the restaurant, she is eating.. If Seth is not at the restaurant, he is not drinking.. Either Rachel will be at the restaurant, or Seth is drinking.",Rachel is eating or Seth is at the restaurant.,1,1,0
581,"If Tiffany is at her friend's house, she is playing games.. If Tyler is not at his friend's house, he is not watching TV.. Either Tiffany will be at her friend's house, or Tyler is watching TV.",Tiffany is playing games or Tyler is at his friend's house.,1,1,0
582,"If Ursula is at the library, she is checking out books.. If Victor is not at the library, he is not using the computer.. Either Ursula will be at the library, or Victor is using the computer.",Ursula is checking out books or Victor is at the library.,1,1,0
583,"If Willow is at her friend's house, she is sleeping over.. If Xavier is not at his friend's house, he is not playing games.. Either Willow will be at her friend's house, or Xavier is playing games.",Willow is sleeping over or Xavier is at his friend's house.,1,1,0
584,"If Alanis is at the park, she is playing on the swings. . If Brandon is not at the park, he is not playing on the slide.. Either Alanis will be at the park, or Brandon is playing on the slide.",Alanis is playing on the swings or Brandon is at the park.,1,1,0
585,A lot of people who work at Google are millionaires.,Steven works at Google and he is a millionaire.,1,1,0
586,"All of the students who have taken the course, have said it was very difficult.","John took the course, and he said it was very difficult.",1,1,0
587,Some people have a fear of clowns.,Sophie has a fear of clowns.,1,1,0
588,All of the medications have side effects.,The medication has side effects.,1,1,0
589,"All of the candidates who have been interviewed, have not gotten the job.","John interviewed for the job, and he did not get it.",1,1,0
590,Some of the students have not turned in their homework.,John has not turned in his homework.,1,1,0
591,Some of the employees are not loyal to the company.,John is not loyal to the company.,1,1,0
592,Some of the dogs are not house trained.,John's dog is not house trained.,1,1,0
593,Some of the countries are not safe to visit.,Syria is not safe to visit.,1,1,0
594,The apocalypse is coming and some people are not prepared.,John is not prepared for the apocalypse.,1,1,0
595,Some of the students have not read the book.,John has not read the book.,1,1,0
596,The test is hard and some people will fail.,John will fail the test.,1,1,0
597,Some of the keys on the keyboard are not working.,The 'a' key is not working.,1,2,1
598,Some of the people are not telling the truth.,John is not telling the truth.,1,1,0
599,Some of the shoes are not comfortable.,John's shoes are not comfortable.,1,1,0
600,Some of the food is not edible.,John's food is not edible.,1,1,0
601,Some of the furniture is not comfortable.,John's furniture is not comfortable.,1,1,0
602,Some of the students have not paid their tuition.,Pran has not paid his tuition.,1,2,1
603,Some of the pills are not working.,John's pills are not working.,1,1,0
604,All of the shoes in Sophie's closet are size 7.,Sophie's red shoes are size 7.,1,2,1
605,Some of the dogs like to play fetch.,Max likes to play fetch.,1,1,0
606,All of the dogs in the park are golden retrievers.,The dog that I saw in the park was a golden retriever.,1,1,0
607,Some of the cats like to drink milk.,Oscar likes to drink milk.,1,1,0
608,All of the birds can fly.,The bird outside my window can fly.,1,1,0
609,Some of the flowers are not blooming.,Mike's flowers are not blooming.,1,1,0
610,All of the rocks are covered in moss.,The rock is covered in moss.,1,1,0
611,Some of the people are not telling the truth.,You are not telling the truth.,1,1,0
612,Some of the dogs are not well trained.,Rufus is not a well-trained dog.,1,1,0
613,Some of the students are not studying for the test.,You are not studying for the test.,1,1,0
614,Some of the politicians are not being honest.,The politician is not being honest.,1,1,0
615,All of the athletes are not drug tested.,Howard is not drug tested.,0,1,1
616,Some of the books are not well written., Space odyssey book is not well written.,1,1,0
617,Not all of the students are honest.,Mike is not an honest student.,1,1,0
618,Some of the politicians are not corrupt.,McQueen is not a corrupt politician.,0,1,1
619,All the apples are not red.,The apple I am eating is not red.,0,1,1
620,Some of the people are not tall.,Sarah is not tall.,1,1,0
621,All the animals are not friendly.,The Gorilla is not friendly.,0,1,1
622,Some of the kids are not good at math., Tim is not good at math.,1,1,0
623,Some of the parents are not good at communicating., Maria's parents are not good at communicating.,1,1,0
624,Some of the teachers are not good at teaching., Ms. Smith is not good at teaching.,1,1,0
625,Some of the drivers are not good at driving., The bus driver is not good at driving.,1,1,0
626,Some of the students are not good at studying., Ashley is not good at studying.,1,1,0
627,Some of the apples are not red., The green apple is not red.,1,1,0
628,Some of the pencils are not sharp., The black pencil is not sharp.,1,2,1
629,Some of the birds are not friendly., The Pelican is not friendly.,1,1,0
630,Some of the shoes are not comfortable.,The Adidas shoes are not comfortable.,1,1,0
631,Some of the pictures are not pretty., The black and white picture is not pretty.,1,1,0
632,Some of the people are not tall., Sarah is not tall.,1,1,0
633,Some of the animals are not friendly.,The Gorilla is not friendly.,1,1,0
634,Some of the kids are not good at math., Tim is not good at math.,1,1,0
635,Some of the parents are not good at communicating., Maria's parents are not good at communicating.,1,1,0
636,Some of the teachers are not good at teaching., Ms. Smith is not good at teaching.,1,1,0
637,Some of the drivers are not good at driving., The bus driver is not good at driving.,1,1,0
638,Some of the students are not good at studying., Ashley is not good at studying.,1,1,0
639,Some of the apples are not red., The green apple is not red.,1,1,0
640,Some of the pencils are not sharp., The black pencil is not sharp.,1,2,1
641,Some of the birds are not friendly., The Pelican is not friendly.,1,1,0
642,Some of the shoes are not comfortable., The Adidas shoes are not comfortable.,1,1,0
643,Some of the pictures are not pretty., The black and white picture is not pretty.,1,1,0
644,The sun is out.,The sun is out or the moon is out.,1,0,1
645,I am doing my homework.,I am doing my homework or I am playing soccer.,1,0,1
646,I am reading a book.,I am reading a book or I am sleeping.,1,0,1
647,I am eating an apple.,I am eating an apple or I am eating a banana.,1,2,1
648,I am going to the park.,I am going to the park or I am going to the library.,1,0,1
649,It is a weekday.,It is a weekday or it is a weekend.,1,2,1
650,I am going to the gym.,I am going to the gym or I am eating healthy.,1,2,1
651,I am studying for my test.,I am studying for my test or I will fail.,1,0,1
652,I am doing the laundry.,I am doing the laundry or I am going out.,1,2,1
653,The sun is shining.,The sun is shining or the moon is out.,1,0,1
654,I am doing my homework.,I am doing my homework or I will get a bad grade.,1,0,1
655,I am going to work.,I am going to work or I am going to get fired.,1,0,1
656,I am going to the store.,I am going to the store or I need to buy something.,1,0,1
657,I am eating breakfast.,I am eating breakfast or I am going to school.,1,2,1
658,I finished my project.,I finished my project or I am going to get a good grade.,1,0,1
659,I am doing the dishes.,I am doing the dishes or I am going to bed.,1,0,1
660,I am going to the movies.,I am going to the movies or I am going out.,1,0,1
661,I am doing my taxes.,I am doing my taxes or I am going to get a refund.,1,0,1
662,I am going for a run.,I am going for a run or I am going to the gym.,1,0,1
663,I am eating dinner.,I am eating dinner or I am going to bed.,1,0,1
664,I am taking a shower.,I am taking a shower or I am going to bed.,1,0,1
665,I am going to the beach.,I am going to the beach or I am going swimming.,1,2,1
666,I am a student.,I am a student or I am not a student.,1,0,1
667,The cat is on the mat.,The cat is on the mat or the cat is not on the mat.,1,0,1
668,I am doing my homework.,I am doing my homework or I am  watching baseball match.,1,2,1
669,The sun is shining.,The sun is shining or it is cloudy.,1,0,1
670,I am doing my chores.,I am doing my chores or I am playing football.,1,0,1
671,John is taller than Bill.,John is taller than Bill or John is taller than Kane.,1,0,1
672,I am doing my homework.,I am doing my homework or I am playing cricket.,1,2,1
673,Karthik pays wifi bill every month.,Karthik pays wifi bill every month or cooks food weekly.,1,0,1
674,Rohan is a good singer.,Rohan is a good singer or he is a bad actor.,1,0,1
675,John is taller than Bill.,John is taller than Bill or John is shorter than Bill.,1,0,1
676,I am doing laundry tonight.,I am doing laundry tonight or I am doing the dishes tomorrow.,1,2,1
677,I am going out to eat tonight.,I am going out to eat tonight or I am cooking dinner tomorrow.,1,2,1
678,I am taking a nap now.,I am taking a nap now or I am going to bed early tonight.,1,2,1
679,I am watching a movie now.,I am watching a movie now or I am doing homework later.,1,2,1
680,I am playing video games now.,I am playing video games now or I am doing laundry later.,1,2,1
681,I am at the park now.,I am at the park now or I am at home.,1,0,1
682,I am going to the movies.,I am going to the movies or I am going out to eat.,1,2,1
683,I am failing my classes.,I am failing my classes or I am not studying.,1,0,1
684,I am doing my homework.,I am doing my homework or I am studying for my test.,1,2,1
685,I went out with friends.,I went out with friends or I stayed home.,1,0,1
686,I am eating breakfast.,I am eating breakfast or I am hungry.,1,1,0
687,I am at school.,I am at school or I am not at home.,1,0,1
688,I am taking a shower.,I am taking a shower or I am getting ready for bed.,1,0,1
689,I am going to work.,I am going to work or I am going to the store.,1,0,1
690,I am doing laundry.,I am doing laundry or I need to do laundry.,1,1,0
691,I am going grocery shopping.,I am going grocery shopping or I need to buy food.,1,0,1
692,I am mowing the lawn.,I am mowing the lawn or I need to do yard work.,1,2,1
693,My ipad is not working.,My ipad is not working or I am on a phone call.,1,2,1
694,Jake has eyesight problems.,Jake has eyesight problems or has hearing problem.,1,0,1
695,Aron and Jay are went out for shopping,It is not known whether Baron went for shopping.,1,1,0
696,C is driving the vehicle.,It is known Aron is not driving the vehicle.,1,0,1
697,Emily is cooking food for her three children. John is eating food.,It not known if John is one of Emily's children.,1,0,1
698,Aron is parking the car in the garage.,It is not known if Baron is inside the house.,1,0,1
699,X completed the assignment.,It is known that Y completed the assignment.,2,2,0
700,"Someone who has a Netflix account, has shared their acces with me.",Emily has a Netflix and she shared her acces with me.,1,1,0
701,"Some families have dogs, which are Golden Retrievers.",John's famlily has a dog which is a Golden Retriever.,1,1,0
702,"Some people have watched the movie, and they have given good reviews.","Koushik has seen the movie, and he has given a good review.",1,1,0
703,There is always one director who says Marvel Franchise is overrated.,The director Philip says that Marvel Franchise is overrated.,1,1,0
704,"Someone who has a pickup truck, needs to refill gas often.","Joe has a pickup truck, and he refills gas often.",1,1,0
705,All guns that are a long range rifles will use 75mm bullets.. KAR-98 is a rifle type gun,The KAR-98 rifle uses 75mm bullets.,1,1,0
706,All felines under 100 pounds can be domesticated.. Cats are felines.,Cats are felines under 100 pounds and are domesticated.,1,1,0
707,All Apple handsets are always deisgned in Palo Alto California.. Apple handsets do not have an earphone jack.. iPhone 14 is an Apple handset.,The iPhone 14 handset is designed in Palo Alto California and does not have a earphone jack.,1,1,0
708,Jason and Blake are names of my dogs.. Most dogs have four legs.,It is not known if Jason has four legs.,1,0,1
709,Danny is driving a vehicle.. Aaron is in a vehicle.,It is not known if Danny and Aaron are in the same vehicle.,1,0,1
710,Dan is cooking food for two persons.. Carter and Blake are having lunch.,It is not known if Dan is cooking for Blake.,1,0,1
711,Bhaskar is composing music with a lot of instruments.. Bhaskar has used a piano and guitar for making some sections of music.,Bhaskar is using electric guitar for composing his music.,0,2,1
712,There is atleast one student who submitted the assignment before the deadline.. Hawking has started his assignment just an hour before deadline.. Cane submitted his assignment.,Cane submitted his assignment before Hawking.,2,1,1
713,"Jake, David and Michael went for a birthday party.. Jane came with James to the party.. All undergrad students were invited for the party.",About any person it is not known whether they are ungergrad students or not.,1,0,1
714,Karan is leading the team.. Drake is writing the report for the team.. Gagan updated the report after proof reading it.,Apart from Gagan and Drake we do not know who else wrote the report.,1,0,1
715,Debra is cooking food for her family in the kitchen.. Jake is Debra's husband.. Only Debra's kids are at home.,Apart from her kids we do not know who else Debra is cooking food for.,1,0,1
716,Bane is giving gifts to his friends.. Bane is giving gifts to his roommates,We do not know about any other roommate to whom Bane is giving the gift.,1,0,1
717,X submitted the assignment.. Y completed the assignment.,We know that there are at least two people who submitted the assignment.,0,2,1
718,All used socks smell. Used socks are normally in the laundry basket. Dan kept a pair of sock on table,Dan's socks don't smell,1,0,1
719,Jack usually goes to university by bike. Bikes can be used when roads are not flooded. Jack went to university by foot,Roads are flooded,1,0,1
720,Football cannot be played in snow. It snowed last night,Football is played today,0,2,1
721,Phones usually work with chargers. Charger usually connect to wall socket. There are no wall sockets,Phones does not work,1,1,0
722,All birds fly. Flying birds are usually light. Mark weighs 50kgs,Mark is a bird,0,1,1
723,Poly and pam are birds. All birds fly. Poly is an emu. emu likes fish,Pam is a bird,1,1,0
724,Honda and Kia are cars. All cars run on petrol. Honda runs on biogas. Honda is an expensive car,Kia is a car,1,1,0
725,Sam and Dan are software developers. All software developers are rich. Dan is poor. Dan likes latte,Sam is rich,1,1,0
726,Sam and Pam are innocent. All people are innocent until proven guilty. Sam likes going to the library. Sam was convicted of robbery,Pam is innocent,1,1,0
727,All new socks smell nice. new socks are normally in a packet. Dan kept a pair of sock on table. Dan really likes red socks,Dan's socks are old,1,1,0
728,"if it is a phone, it has a speaker. it is a phone",it has a speaker,1,1,0
729,"if it is a human, it has feelings. it is not a human",it does not have feelings,1,1,0
730,"if it is a watch, it has a strap. it is a watch",it has a strap,1,1,0
731,"if it is a lake, it has a water. it is a lake",it has a water,1,1,0
732,"if it is a camera, it has a memory card. it is a camera",it has a memory card,1,1,0
733,"Ronaldo is a footballer, he is very fit. Ronaldo is not fit",Ronaldo is not a footballer,1,1,0
734,"Mark can write, he has good handwriting. Mark's handwriting is not good",Mark cannot write,1,1,0
735,"it is sunny, sam can play basketball. sam cannot play basketball",it is not sunny,1,1,0
736,"if it is windy, then the turbine can generate energy. the turbine cannot generate energy",it is not windy,1,1,0
737,"Sam is unemployed, if he is home. he is not home",Sam is not umeployed,1,1,0
738,A chair have four legs,All chairs hae four legs,1,0,1
739,Humans need oxygen to survive,All humans need oxygen to survive,1,1,0
740,A plant is green,All plants are green,1,0,1
741,A plant is green,All cplants are green,1,0,1
742,Earth a planet in solar system orbits the sun,All planets in solar system orbits the sun,1,1,0
743,"If it is raining, the F1 race is stopped.. It is raining",Therefore the F1 race is stopped,1,1,0
744,"If sam is drinking soup, they have a fever.. Sam is drinking soup.",Sam has a fever,1,1,0
745,"If a dog is scared, then they are shaking. Dog is scared",Therefore they are scared,1,1,0
746,"If a person is angry, then they are yelling. Person is angry",Therefore they are yelling,1,1,0
747,"If a person is homeless, they have mental illness. A person is homeless",The have mental illness,1,1,0
748,Frank is quick.. Quick players are normally at striker positions in a soccer field. Frank is not at the striker position in the soccer field,All quick players other than Frank are at striker positions in a soccer field.,1,1,0
749,A is a fast programmer.. Fast programmers are normally good at logical reasoning.. A is not good at logical reasoning.,All fast programmers other than A are good at logical reasoning.,1,1,0
750,Adrian is a basketball player.. Basketball players are normally tall.. Adrian is not tall.,All basketball players including Adrian are tall.,0,1,1
751,Airplane A is relatively slow.. Relatively slow planes are normally flown by commercials pilots.. A is not flown by a commercial pilot.,All slow airplanes including A are flown by commercial pilots.,0,1,1
752,Student A is hardworking.. Hardworking students normally deilver good research throughput.. A is not delivering good research throughput.,All hardworking students other than B deliver good research throughput.,2,1,1
753,I will eat chips and salsa or pizza.. I will not eat chips and salsa.,"Therefore, I will eat pizza.",1,1,0
754,The aircraft crashed either due to a faulty engine or bad piloting.. The aircraft did not crash due to bad piloting.,"Therefore, the aircraft crashed due to a faulty engine.",1,1,0
755,This is going to be either a short speech or long speech.. It is not a long speech.,"Therefore, it is a long speech.",0,0,0
756,This is either great news or just too good to be true.. It is not too good to be true.,"Therefore, it is bad news",0,2,1
757,Person A is either a wrestler or a bodybuilder.. Person A is not a wrestler.,"Therefore, person A is a sprinter.",2,2,0
758,If one is a king then his ways can be violent.. A was a king.,"Therefore, A's ways can be violent.",1,1,0
759,"If the microwave beeps, then the food is ready.. The microwaves beeps.","Therefore, the food is ready.",1,1,0
760,"If the trigger is pressed, then the round is fired.. The trigger is pressed.","Therefore, the round does not fire.",0,0,0
761,"If it rains today, then the humidity will increase.. It rained today.","Therefore, the humidity reduces",0,0,0
762,"If the temperature rises above 105 F, then a heat warning will be issued.. The temperature crossed 105 F.",The shops closed down.,2,2,0
763,All dogs are likable.. Sammy is a dog.,Therefore Sammy is a likable.,1,1,0
764,All sailors are skilled sea navigators.. John is a sailor.,"Therefore, John can navigate the seas.",1,1,0
765,All digital watches can show the date.. The Casio watch is a digital watch.,"Therefore, the Casio watch cannot show the date.",0,0,0
766,All tennis players have strong forearms. John does not have strong forearms.,"Therefore, John is a tennis player.",0,1,1
767,All Formula-1 cars are fast cars.. Opel is not a Formula-1 car.,"Therefore, Opel cannot be driven.",2,0,1
768,"If it rains then the road will be wet.. If the road will be wet, there will be a traffic congestion.","Therefore, if it rains, then there will be a traffic congestion.",1,1,0
769,"If you work hard, you will get a job you like.. If you get a job you like, you will be happy.","Therefore, if you work hard, you will be happy.",1,1,0
770,"If it is snowing, the train will arrive late.. If the train arrives late, John will not be on time to work.","Therefore, if it is snowing, john will be early to work.",0,0,0
771,"If you have a sweet tooth, you eat ice cream.. If you eat ice cream, risks of health complications are higher.","If you have a sweet tooth, risk of health complications are lesser.",0,0,0
772,"If you run long distances, you have a strong metabolism.. If you have a strong metabolism, you will live longer.","If you run long distances, you will feel thirsty.",2,2,0
773,The boy and his mother are coughing.. People coughing are normally sick.. The boy is not not sick.,The mother is sick.,1,1,0
774,A sparrow and eagle are flying.. Flying Birds normally travel very fast.. The sparrow is is not traveling fast.,The eagle is travelling very fast,1,1,0
775,Cars A and B are noisy.. Noisy cars usually have mechanical problems.. Car A does not have mechanical problems.,Car A is noisy,0,1,1
776,Dogs Sammy and Timmy are barking.. Barking dogs frequenty bite people.. Sammy does not bite people at all,Sammy is barking,0,1,1
777,Boxer A and B are fighting.. Fighting boxers sweat profusely.. Boxer B is not sweating.,Boxer C is sweating,2,2,0
778,Sharks and goldfish are fish.. Fish are normally fast swimmers.. The Goldfish is possibly an exception to this rule.,Sharks are fast swimmers.,1,1,0
779,Kevin and Nick are hollywood actors.. Hollywood actors are usually good dancers.. Nick is possibly an exception to this rule.,Kevin is a hollywood actor.,1,1,0
780,Jackie and Bruce are martial artists.. Martial artists are usually strong.. Bruce is possibly an exception to this rule.,Bruce is strong.,0,1,1
781,A and B are tired.. Tired people usually sleep more.. B is possibly an exception to this rule.,B sleeps more.,0,1,1
782,Mark and Neil are astronauts. Astronauts usually come from a military background. Neil is possibly an exception to this rule.,Paul has come form a military background.,2,1,1
783,The moon orbits around Earth. The moon is a natural satellite of Earth. The moon is not the only natural satellite of Earth,The moon is the only natural satellite of Earth.,0,0,0
784,Diamond is the hardest known mineral. Diamonds are used in making jewellery. Some diamonds are used for industrial purposes,Diamonds are never used for jewellery.,0,0,0
785,Humans need food to survive. Food provides the nutrients and energy that the body needs to function. Humans can survive without food for a period of time,Humans need food to function.,1,1,0
786,Jogging is a form of exercise. Exercise is beneficial to health. Jogging is a form of cardio,Jogging is not beneficial to health.,0,0,0
787,Glass is a type of material. Glass is brittle. Not all types of materials are brittle,All types of materials are brittle.,0,1,1
788,Water is necessary for life. Water makes up a large percentage of the human body. Water is necessary for plants,Water is necessary for the human body.,1,2,1
789,The Earth is round. The Earth is a planet. The Earth is the only round planet,The Earth is the only planet.,0,1,1
790,Dogs are a type of animal. Dogs are mammals. Not all types of animals are mammals,All types of animals are mammals.,0,1,1
791,Apples are a type of fruit. Apples are a source of Vitamin C. Not all types of fruit are a source of Vitamin C,All types of fruit are a source of Vitamin C.,0,1,1
792,The sun is a star. The sun is the closest star to Earth. The sun is the only star that Earth revolves around,The sun is the closest star to Earth.,1,0,1
793,Spiders are a type of arthropod. Spiders have eight legs. Not all types of arthropods have eight legs,All types of arthropods have eight legs.,0,1,1
794,Fish live in water. Sharks are a type of fish. Sharks live in water,Sharks are not a type of fish.,0,0,0
795,Santa Claus is a fictional character. Santa Claus is a jolly old man. Not all fictional characters are jolly old men,All fictional characters are jolly old men.,0,1,1
796,Diamonds are a type of mineral. Diamonds are made of carbon. Not all types of minerals are made of carbon,All types of minerals are made of carbon.,0,1,1
797,Jupyter notebooks are a type of computer software. Jupyter notebooks are open-source. Not all types of computer software are open-source,All types of computer software are open-source.,0,1,1
798,The square root of 64 is 8. The square root of 100 is 10. The square root of 81 is 9,The square root of 64 is 8.,1,2,1
799,Chairs are a type of furniture. Chairs are made of wood. Not all types of furniture are made of wood,All types of furniture are made of wood.,0,1,1
800,Dogs are a type of mammal. Dogs are vertebrates. Not all types of mammals are vertebrates,All types of mammals are vertebrates.,0,1,1
801,Pencils are a type of stationary. Pencils are made of graphite. Not all types of stationary are made of graphite,All types of stationary are made of graphite.,0,1,1
802,The sky is blue. The sky is a type of atmosphere. Not all types of atmosphere are blue,All types of atmosphere are blue.,0,1,1
803,Rocks are a type of mineral. Rocks are made of minerals. Not all types of mineral are made of minerals,All types of mineral are made of minerals.,0,1,1
804,The Earth is a planet. The Earth is round. Not all planets are round,All planets are round.,0,0,0
805,Trees are a type of plant. Trees are living organisms. Not all types of plants are living organisms,All types of plants are living organisms.,0,1,1
806,Clouds are a type of weather. Clouds are made of water vapor. Not all types of weather are made of water vapor,All types of weather are made of water vapor.,0,1,1
807,The United States is a country. The United States has fifty states. Not all countries have fifty states,All countries have fifty states.,0,1,1
808,Sugar is a type of molecule. Sugar is made of atoms. Not all types of molecules are made of atoms,All types of molecules are made of atoms.,0,1,1
809,Oxygen is a type of element. Oxygen is found in air. Not all types of elements are found in air,All types of elements are found in air.,0,1,1
810,The sun is a star. The sun is the closest star to Earth. The sun is the brightest object in the sky,The sun is the closest star to Earth.,1,1,0
811,Atoms are the smallest particle of an element. Atoms are composed of protons and neutrons. Atoms are the building blocks of matter,Atoms are the smallest particle of an element.,1,1,0
812,Earth is the third planet from the sun. Earth is the fifth largest planet in the solar system. Earth has one natural satellite,Earth is the fifth largest planet in the solar system.,0,1,1
813,The Earth rotates around the sun. The Earth revolves around the sun. The Earth takes 365. 24 days to complete one orbit around the sun,The Earth revolves around the sun.,1,1,0
814,A right triangle has one 90 degree angle. A right triangle has two acute angles. A right triangle has two obtuse angles,A right triangle has one 90 degree angle.,1,2,1
815,A square has four 90 degree angles. A square has four equal sides. A square has four right angles,A square has four right angles.,1,1,0
816,Glass is made from sand. Sand is a natural resource. Glass is used to make windows,Glass is used to make windows.,1,1,0
817,Bicycles have two wheels. Bicycles are a mode of transportation. Bicycles are used for recreation,Bicycles are used for recreation.,1,1,0
818,"Apples are fruit. Fruit grows on trees. Apples are red, green, or yellow","Apples are red, green, or yellow.",1,1,0
819,Cats are animals. Cats are domesticated. Cats are pets,Cats are pets.,1,1,0
820,The moon orbits around Earth. The moon is a celestial body. The moon is visible at night,The moon is visible at night.,1,1,0
821,Gold is a metal. Gold is valuable. Gold is used in jewelry,Gold is used in jewelry.,1,1,0
822,Clouds are made of water vapor. Clouds are in the sky. Clouds give rain,Clouds give rain.,1,1,0
823,Fish live in water. Fish breathe with gills. Fish are cold-blooded,Fish breathe with gills.,1,1,0
824,Birds have wings. Birds can fly. Birds are warm-blooded,Birds can fly.,1,1,0
825,Trees are plants. Trees have leaves. Trees are living organisms,Trees are living organisms.,1,1,0
826,Volcanoes are mountains. Volcanoes are made of lava and ash. Volcanoes can erupt,Volcanoes can erupt.,1,1,0
827,Cheese is made from milk. Cheese is a dairy product. Cheese is high in calcium,Cheese is high in calcium.,1,1,0
828,Penguins are birds. Penguins live in the Antarctic. Penguins have feathers,Penguins have feathers.,1,1,0
829,Chairs are furniture. Chairs have four legs. Chairs are used for sitting,Chairs are used for sitting.,1,1,0
830,Pencils are made of wood. Pencils are used for writing. Pencils have lead,Pencils have lead.,1,1,0
831,Ice is water. Ice is cold. Ice melts in warm weather,Ice melts in warm weather.,1,0,1
832,Salt is a mineral. Salt is white. Salt is used to flavor food,Salt is used to flavor food.,1,1,0
833,Bacteria are single-celled organisms. Bacteria are microscopic. Bacteria can cause diseases,Bacteria can cause diseases.,1,1,0
834,Air is a gas. Air is invisible. Air is necessary for life,Air is necessary for life.,1,1,0
835,The liver is an organ. The liver is in the abdominal cavity. The liver filters toxins from the blood,The liver filters toxins from the blood.,1,1,0
836,Mike and Luke are going to a movie.  People take a bus to get to the movie.  Mike did not take the bus,Mike is going to the movie.,0,1,1
837,Dark clouds in during the day indicate incoming rain.  People generally take umbrella when it is raining.  Shawn is carrying an umbrella,It will rain in Shawn's area.,1,1,0
838,Busses stop at a designated area to pick the passengers. Bus stops generally have a bus stop sign.  Mike was waiting by the side of the road,Mike is waiting for the bus.,0,1,1
839,A and B are vegetarians.  Vegetarians do not eat meat products.  A prepared a chicken dish for the guests,A is a non-vegetarian.,0,0,0
840,Dogs are not allowed in the park.  Dogs are not allowed on the grass.  Fido is on the grass,Fido is not a dog.,1,0,1
841,"Every day, John takes the bus to work.  The bus fare is $2.  John has $2 with him",John will take the bus to work today.,1,1,0
842,All of the students in Ms.  Smith's third period class are failing. Sarah is in Ms.  Smith's third period class,Sarah is not failing.,0,0,0
843,Some dogs are obedient.  All obedient dogs are trained.  Fido is not trained,Fido is obedient.,0,1,1
844,Some birds can fly.  All flying birds have wings.  Tweety does not have wings,Tweety can fly.,0,1,1
845,All dogs like to chase cats.  Some cats are fast.  Smokey is a cat,Smokey is not fast.,0,0,0
846,Every student that studies gets good grades.  Bill does not study,Bill will not get good grades.,1,1,0
847,Some animals are cute.  All cute animals are popular.  Gizmo is a popular animal,Gizmo is cute.,1,1,0
